시군구,계약면적(㎡),전월세구분,계약년월,보증금(만원),월세(만원)
서울특별시 관악구 신림동,26.18,월세,201702,"1,000",80
서울특별시 관악구 신림동,17.58,월세,201702,"1,000",80
서울특별시 관악구 신림동,22.89,월세,201702,"1,000",80
서울특별시 관악구 신림동,45,월세,201704,"1,000",80
서울특별시 관악구 신림동,53.22,월세,201705,"1,000",80
서울특별시 관악구 신림동,43.47,월세,201706,"1,000",80
서울특별시 관악구 신림동,45,월세,201707,"1,000",80
서울특별시 관악구 신림동,43,월세,201709,"1,000",80
서울특별시 관악구 신림동,57.48,월세,201709,"1,000",80
서울특별시 관악구 신림동,82.17,월세,201711,"1,000",80
서울특별시 관악구 신림동,25.16,월세,201711,"1,000",80
서울특별시 관악구 신림동,50,월세,201802,"1,000",80
서울특별시 관악구 신림동,51.42,월세,201802,"1,000",80
서울특별시 관악구 신림동,71.65,월세,201802,"1,000",80
서울특별시 관악구 신림동,29.16,월세,201804,"1,000",80
서울특별시 관악구 신림동,71.7,월세,201804,"1,000",80
서울특별시 관악구 신림동,98.6,월세,201805,"1,000",80
서울특별시 관악구 신림동,30,월세,201806,"1,000",80
서울특별시 관악구 신림동,33.95,월세,201806,"1,000",80
서울특별시 관악구 신림동,29.11,월세,201806,"1,000",80
서울특별시 관악구 신림동,45,월세,201807,"1,000",80
서울특별시 관악구 신림동,20.73,월세,201807,"1,000",80
서울특별시 관악구 신림동,30,월세,201809,"1,000",80
서울특별시 관악구 신림동,33,월세,201809,"1,000",80
서울특별시 관악구 신림동,33,월세,201811,"1,000",80
서울특별시 관악구 신림동,29.26,월세,201811,"1,000",80
서울특별시 관악구 신림동,39.5,월세,201812,"1,000",80
서울특별시 관악구 신림동,83.2,월세,201812,"1,000",80
서울특별시 관악구 신림동,24.94,월세,201812,"1,000",80
서울특별시 관악구 신림동,26.59,월세,201812,"1,000",80
서울특별시 관악구 신림동,49.5,월세,201903,"1,000",80
서울특별시 관악구 신림동,29.5,월세,201903,"1,000",80
서울특별시 관악구 신림동,42.84,월세,201904,"1,000",80
서울특별시 관악구 신림동,65,월세,201905,"1,000",80
서울특별시 관악구 신림동,66.3,월세,201905,"1,000",80
서울특별시 관악구 신림동,45,월세,201906,"1,000",80
서울특별시 관악구 신림동,30.45,월세,201907,"1,000",80
서울특별시 관악구 신림동,25.67,월세,201907,"1,000",80
서울특별시 관악구 신림동,15,월세,201911,"1,000",80
서울특별시 관악구 신림동,60.16,월세,201911,"1,000",80
서울특별시 관악구 신림동,29.7,월세,201912,"1,000",80
서울특별시 관악구 신림동,64.44,월세,202001,"1,000",80
서울특별시 관악구 신림동,31.38,월세,202002,"1,000",80
서울특별시 관악구 신림동,35.1,월세,202005,"1,000",80
서울특별시 관악구 신림동,32.78,월세,202005,"1,000",80
서울특별시 관악구 신림동,43.28,월세,202005,"1,000",80
서울특별시 관악구 신림동,24.78,월세,202006,"1,000",80
서울특별시 관악구 신림동,60,월세,202006,"1,000",80
서울특별시 관악구 신림동,57.77,월세,202006,"1,000",80
서울특별시 관악구 신림동,15,월세,202007,"1,000",80
서울특별시 관악구 신림동,29.96,월세,202012,"1,000",80
서울특별시 관악구 신림동,83.2,월세,202101,"1,000",80
서울특별시 관악구 신림동,36.71,월세,202102,"1,000",80
서울특별시 관악구 신림동,39,월세,202105,"1,000",80
서울특별시 관악구 신림동,49.69,월세,202105,"1,000",80
서울특별시 관악구 신림동,59.43,월세,202105,"1,000",80
서울특별시 관악구 신림동,29.9,월세,202105,"1,000",80
서울특별시 관악구 신림동,29.96,월세,202107,"1,000",80
서울특별시 관악구 신림동,45.62,월세,202108,"1,000",80
서울특별시 관악구 신림동,46.2,월세,202108,"1,000",80
서울특별시 관악구 신림동,46.2,월세,202108,"1,000",80
서울특별시 관악구 신림동,47.78,월세,202109,"1,000",80
서울특별시 관악구 신림동,18.83,월세,202109,"1,000",80
서울특별시 관악구 신림동,24.17,월세,202109,"1,000",80
서울특별시 관악구 신림동,41.6,월세,202110,"1,000",80
서울특별시 관악구 신림동,50,월세,202111,"1,000",80
서울특별시 관악구 신림동,62,월세,202111,"1,000",80
서울특별시 관악구 신림동,33,월세,202112,"1,000",80
서울특별시 관악구 신림동,39.6,월세,202112,"1,000",80
서울특별시 관악구 신림동,40,월세,202112,"1,000",80
서울특별시 관악구 신림동,33,월세,201801,"1,300",80
서울특별시 관악구 신림동,30,월세,201703,"1,500",80
서울특별시 관악구 신림동,65,월세,201703,"1,500",80
서울특별시 관악구 신림동,66.7,월세,201802,"1,500",80
서울특별시 관악구 신림동,33.92,월세,201807,"1,500",80
서울특별시 관악구 신림동,45.25,월세,201903,"1,500",80
서울특별시 관악구 신림동,59,월세,201908,"1,500",80
서울특별시 관악구 신림동,36,월세,202012,"1,500",80
서울특별시 관악구 신림동,49.03,월세,202101,"1,500",80
서울특별시 관악구 신림동,27.7,월세,202101,"1,500",80
서울특별시 관악구 신림동,39.59,월세,201601,"2,000",80
서울특별시 관악구 신림동,43,월세,201601,"2,000",80
