시군구,계약면적(㎡),전월세구분,계약년월,보증금(만원),월세(만원)
인천광역시 미추홀구 용현동,48.52,월세,201801,"1,000",56
인천광역시 미추홀구 용현동,47.71,월세,202005,"1,000",56
인천광역시 미추홀구 용현동,51.56,월세,201802,300,55
인천광역시 미추홀구 용현동,28,월세,202203,300,55
인천광역시 미추홀구 용현동,64.02,월세,202202,300,55
인천광역시 미추홀구 용현동,49.94,월세,202004,500,55
인천광역시 미추홀구 용현동,20,월세,201612,500,55
인천광역시 미추홀구 용현동,50,월세,201612,500,55
인천광역시 미추홀구 용현동,88,월세,201610,500,55
인천광역시 미추홀구 용현동,82.26,월세,202004,500,55
인천광역시 미추홀구 용현동,103.81,월세,202001,500,55
인천광역시 미추홀구 용현동,44.85,월세,202203,500,55
인천광역시 미추홀구 용현동,44.85,월세,202203,500,55
인천광역시 미추홀구 용현동,69.39,월세,202201,500,55
인천광역시 미추홀구 용현동,89.7,월세,202203,500,55
인천광역시 미추홀구 용현동,42,월세,201912,500,55
인천광역시 미추홀구 용현동,94.21,월세,201909,500,55
인천광역시 미추홀구 용현동,126.96,월세,201711,500,55
인천광역시 미추홀구 용현동,44.059,월세,201706,700,55
인천광역시 미추홀구 용현동,47.71,월세,201906,"1,000",55
인천광역시 미추홀구 용현동,59.36,월세,201604,"1,000",55
인천광역시 미추홀구 용현동,63.62,월세,201612,"1,000",55
인천광역시 미추홀구 용현동,51.19,월세,201607,"1,000",55
인천광역시 미추홀구 용현동,50.71,월세,201605,"1,000",55
인천광역시 미추홀구 용현동,66.87,월세,201602,"1,000",55
인천광역시 미추홀구 용현동,59.57,월세,201601,"1,000",55
인천광역시 미추홀구 용현동,45.303,월세,201706,"1,000",55
인천광역시 미추홀구 용현동,45.65,월세,201804,"1,000",55
인천광역시 미추홀구 용현동,49.94,월세,202004,"1,000",55
인천광역시 미추홀구 용현동,50.7,월세,202006,"1,000",55
인천광역시 미추홀구 용현동,64.5,월세,202004,"1,000",55
인천광역시 미추홀구 용현동,46.65,월세,202107,"1,000",55
인천광역시 미추홀구 용현동,30,월세,202011,"1,000",55
인천광역시 미추홀구 용현동,48,월세,202012,"1,000",55
인천광역시 미추홀구 용현동,83.22,월세,202006,"1,000",55
인천광역시 미추홀구 용현동,107.09,월세,202012,"1,000",55
인천광역시 미추홀구 용현동,51.51,월세,201806,"1,000",55
인천광역시 미추홀구 용현동,52.25,월세,201810,"1,000",55
인천광역시 미추홀구 용현동,79.74,월세,202204,"1,000",55
인천광역시 미추홀구 용현동,51.5,월세,201903,"1,000",55
인천광역시 미추홀구 용현동,51.57,월세,201906,"1,000",55
인천광역시 미추홀구 용현동,49.5,월세,201711,"1,000",55
인천광역시 미추홀구 용현동,52,월세,201708,"1,000",55
인천광역시 미추홀구 용현동,76.25,월세,201811,"1,500",55
인천광역시 미추홀구 용현동,57.3127,월세,201805,"1,500",55
인천광역시 미추홀구 용현동,65.92,월세,202106,"1,500",55
인천광역시 미추홀구 용현동,64.14,월세,202202,"1,500",55
인천광역시 미추홀구 용현동,64.14,월세,202202,"1,500",55
인천광역시 미추홀구 용현동,74.1,월세,201905,"1,500",55
인천광역시 미추홀구 용현동,48.14,월세,201901,"2,000",55
인천광역시 미추홀구 용현동,75.72,월세,201604,"2,000",55
인천광역시 미추홀구 용현동,57.3127,월세,201711,"2,000",55
인천광역시 미추홀구 용현동,75.72,월세,201701,"2,000",55
인천광역시 미추홀구 용현동,47.96,월세,201801,"2,000",55
인천광역시 미추홀구 용현동,54.8964,월세,201801,"2,000",55
인천광역시 미추홀구 용현동,38.32,월세,201802,"2,000",55
인천광역시 미추홀구 용현동,47.705,월세,202009,"2,000",55
인천광역시 미추홀구 용현동,119.64,월세,201605,"2,000",55
인천광역시 미추홀구 용현동,60,월세,201709,"2,000",55
인천광역시 미추홀구 용현동,82.72,월세,201705,"2,000",55
인천광역시 미추홀구 용현동,74.476,월세,201610,"3,000",55
인천광역시 미추홀구 용현동,29.9,월세,201804,300,55
인천광역시 미추홀구 용현동,21.68,월세,202107,300,55
인천광역시 미추홀구 용현동,21.07,월세,201712,500,55
인천광역시 미추홀구 용현동,27.11,월세,202007,500,55
인천광역시 미추홀구 용현동,27.23,월세,202002,500,55
인천광역시 미추홀구 용현동,28.49,월세,202003,500,55
인천광역시 미추홀구 용현동,28.49,월세,202004,500,55
인천광역시 미추홀구 용현동,28.49,월세,202004,500,55
인천광역시 미추홀구 용현동,28.49,월세,202004,500,55
인천광역시 미추홀구 용현동,28.49,월세,202005,500,55
인천광역시 미추홀구 용현동,28.49,월세,202005,500,55
인천광역시 미추홀구 용현동,28.49,월세,202005,500,55
인천광역시 미추홀구 용현동,30.24,월세,202108,500,55
인천광역시 미추홀구 용현동,25.68,월세,202108,500,55
인천광역시 미추홀구 용현동,30.24,월세,202109,500,55
인천광역시 미추홀구 용현동,30.24,월세,202109,500,55
인천광역시 미추홀구 용현동,30.24,월세,202109,500,55
인천광역시 미추홀구 용현동,25.68,월세,202109,500,55
인천광역시 미추홀구 용현동,25.68,월세,202110,500,55
인천광역시 미추홀구 용현동,29.9,월세,201801,"1,000",55
인천광역시 미추홀구 용현동,21.07,월세,201907,"1,000",55
인천광역시 미추홀구 용현동,28.49,월세,202008,"1,000",55
인천광역시 미추홀구 용현동,27.23,월세,202110,"1,000",55
인천광역시 미추홀구 용현동,49.18,월세,201704,"1,500",55
인천광역시 미추홀구 용현동,30.24,월세,202110,"1,500",55
인천광역시 미추홀구 용현동,48.61,월세,201901,"2,000",55
인천광역시 미추홀구 용현동,48.61,월세,202103,"2,000",55
인천광역시 미추홀구 용현동,48.61,월세,202104,"2,000",55
인천광역시 미추홀구 용현동,83.07,월세,201705,"4,000",55
인천광역시 미추홀구 용현동,30,월세,201702,400,54
